Id,saleprice
2473,142805.18704753602
295,183735.77930636768
293,208827.5070341835
859,117305.91544533744
288,82861.27038367593
1578,141514.7395923103
102,181262.0051285302
2831,180631.72247060042
1030,180975.13927002225
2551,131855.50989842703
1286,136732.91924329195
958,299773.812319042
776,119407.94608669476
72,205065.8435321479
2263,265401.88560990174
1866,137311.03376962015
2876,73198.20386901023
2146,280442.63047159155
103,165147.6463752348
1500,136782.58426764898
492,185696.8062815406
167,134205.5075763903
2597,106952.16219814555
2685,126980.03648676176
1035,140534.44803599143
1220,69120.29844841467
2602,138112.53043805488
2159,216787.6906760682
695,125905.80752930164
1109,274662.3862251511
640,183492.32241949998
1652,151906.52117682708
2090,191850.66147540134
1188,195651.67349120992
2345,230521.7678201287
1059,395592.9146214701
2751,248285.26048080716
128,233241.60688549734
1523,190162.32514438021
2925,153381.19715948653
2145,296613.4304671377
1121,210771.46296893622
566,329863.53040961915
565,239791.54168583898
1331,144978.42380697315
2928,115408.88785120631
156,151769.02427059444
797,164919.2919751658
327,102154.70158670233
2859,149919.43480528088
1453,108885.61502438912
1762,390998.41811705823
1868,198448.01667864312
1760,187558.2610001871
1113,268643.61599709373
1812,184791.00309302163
117,148449.48128201583
1142,213160.1678583643
2342,427793.5927762248
927,134470.7855091343
2478,199072.46971370553
655,74693.48211187252
2064,114501.30601564607
369,261550.97604793397
2239,114321.36037895877
2732,199935.33489743667
1653,154541.3097555869
959,211392.16699857858
2395,335273.630662541
1412,99058.54159348454
271,257583.23095729432
1484,140371.30194983433
1497,129528.21290533541
552,155133.85399487786
2,123937.44503360896
1855,250528.68807683134
4,274203.70075846557
2292,152100.44439159398
134,143424.55202473133
646,112044.2101495251
42,317618.36909524974
532,217718.3629372924
713,118780.13209507546
2561,124644.61547799585
2360,127321.93704893757
1333,135843.8555365844
1407,219625.920026878
2892,280443.6968273584
574,202319.0403458186
1227,187726.11305202948
2591,244053.03301016483
1476,207917.14254742413
1125,268972.00796759647
1446,124427.33042169374
408,120806.13476014393
1101,309535.24475759495
2251,175398.97871888638
373,197584.63443006726
2554,127528.97894330214
2382,289164.56010725134
1985,87590.72891685936
519,204923.06948161472
1093,199449.57531911004
864,265265.1816342622
2889,139104.642734203
2308,168211.3207712851
986,145674.51774939863
1302,129419.43545826436
585,151857.88245999353
2708,148361.7194107878
147,130629.5727165588
1441,225338.71975371774
383,159495.12329616246
285,168375.79838227478
181,110333.00404036813
358,160289.55754567098
780,150407.53157128108
258,201104.4856802767
1865,198295.5731141658
692,127678.72234326048
2902,346279.31452891504
508,283269.73933619744
2638,114466.24339124988
36,159279.14228062326
611,174479.16082145428
2281,112175.95533939474
1678,126208.23802941418
1696,482425.8004034165
1557,85532.7584843735
2180,149130.34570239307
1726,230284.8420063515
951,133722.51904534962
267,240280.4186625059
2706,128172.50586910923
2221,236066.3642475932
1357,155442.0532574015
2901,326301.28709123103
347,164932.27960140718
2164,183274.5883047041
1586,332458.8022150326
360,166119.55247300965
1769,241373.29619579224
2617,137372.13954910048
1879,152898.33476000172
991,217598.9903913029
1535,119070.76360513932
1191,151441.21559358086
1579,204846.4705581274
1882,140114.0362479901
1510,120025.65601777332
2196,123267.55178548636
1845,176555.0209086474
2336,394682.76756176475
942,88067.25840497533
861,119106.72743851635
2555,106026.42491465359
1392,148930.7387932815
2099,290741.3159801654
1543,127216.74687661613
948,271843.43987109925
1239,167619.31035282233
22,178287.30291273742
2796,247577.64848778443
2747,171721.48837894332
92,303081.1119791715
210,171121.34839293113
1858,205309.08976734572
2228,153251.54166627437
447,239640.50670522268
827,250340.0058573977
1649,193371.2852811154
682,131019.02542243467
2698,101341.85636861861
494,155029.8482857968
214,107111.9449142186
2441,250538.68782124712
2679,116497.94441304577
1336,132151.5422193438
465,177183.28054421197
1524,139383.7527003795
2543,120775.49260838357
631,127068.6936217951
2452,321561.91522726114
228,151146.95995009175
126,180364.08486791304
1092,222502.0561302256
1122,202630.12145393583
932,200299.23790561568
1980,97690.49509613053
2171,103062.35433873786
551,149319.87106066078
2768,174089.3536758641
2056,115422.14491961816
1159,337023.6217829734
2645,113419.99260236407
1174,166730.5559135292
2266,203332.519010476
2462,371058.2297423266
1219,145079.48273942037
2922,182381.44085982008
118,140119.16484737745
474,180129.15438490058
2576,147552.67883528915
872,277220.4250249014
1077,234513.50122706685
1536,146477.4999561707
1150,126061.96851133781
2341,349386.0483164319
1931,145281.08474030162
2785,124097.02212736312
2538,122817.72464219338
597,209743.4578892192
464,192173.8306442107
233,201238.7749464217
2169,118837.04077044503
2123,158047.34212896877
1867,156329.83470890776
137,268776.12201609614
515,233058.95161686372
933,126938.92454121048
2784,157871.80640972342
972,168967.11302368448
599,169602.27653492452
2614,121048.29391246903
2582,123907.27087670531
1409,160688.6651270691
175,89875.74939797694
352,229233.49799983442
976,96463.24613412676
2134,192457.01206350126
984,104984.47222124017
2396,392399.8669767709
1673,132116.15425157145
404,131679.23951805755
607,166278.92684727738
814,140834.72583926353
868,196476.84163849053
2271,202983.63356530506
1633,262334.0033305576
337,191933.87265025344
2765,149420.13882654862
1746,233431.1042475189
368,396153.60656123655
2806,199384.1666685113
1662,185490.8086315056
1234,222349.79766365592
1373,132706.3606143868
1672,106068.42420987607
1939,128466.12312290253
